%Stretch1, Stretch2, SigmaSigma_min_mean, Sigma_max_mean, ElEdge_min, ElEdge_max, ElEdge_mean, ElDetJ_min_mean, ElDetJ_max_mean, _DROP_TOL_, Iters, Op_Complex, Smoo_Complex, SolveTime, CostEst
7.88,23.95,1e0,1,1,1,23.95,13.2137,0.0180541,3.40728,0.075,-1,-1,-1,-1,-72.9600
7.88,23.95,1e0,1,1,1,23.95,13.2137,0.0180541,3.40728,0.005,56,1.1,1.14,41.3, 0.6088
7.88,23.95,1e0,1,1,1,23.95,13.2137,0.0180541,3.40728,0.05,-1,-1,-1,-1,-72.9600
7.88,23.95,1e0,1,1,1,23.95,13.2137,0.0180541,3.40728,0.1,-1,-1,-1,-1,-72.9600
7.88,23.95,1e0,1,1,1,23.95,13.2137,0.0180541,3.40728,0.01,48,1.15,1.2,29.48, 0.6909
7.88,23.95,1e0,1,1,1,23.95,13.2137,0.0180541,3.40728,0.025,32,1.23,1.28,16.09, 1.0000
7.88,23.95,1e0,1,1,1,23.95,13.2137,0.0180541,3.40728,0.001,92,1.06,1.1,63.64, 0.3776
9.24,62.10,1e0,1,1,1,62.1,32.2461,0.00619057,3.55217,0,156,1.03,1.07,172.8, 0.2766
9.24,62.10,1e0,1,1,1,62.1,32.2461,0.00619057,3.55217,0.1,-1,-1,-1,-1,-89.3100
9.24,62.10,1e0,1,1,1,62.1,32.2461,0.00619057,3.55217,0.075,-1,-1,-1,-1,-89.3100
9.24,62.10,1e0,1,1,1,62.1,32.2461,0.00619057,3.55217,0.05,-1,-1,-1,-1,-89.3100
9.24,62.10,1e0,1,1,1,62.1,32.2461,0.00619057,3.55217,0.005,83,1.11,1.15,54.43, 0.5005
9.24,62.10,1e0,1,1,1,62.1,32.2461,0.00619057,3.55217,0.001,89,1.09,1.13,65.27, 0.4711
9.24,62.10,1e0,1,1,1,62.1,32.2461,0.00619057,3.55217,0.01,60,1.19,1.23,37.46, 0.6675
9.24,62.10,1e0,1,1,1,62.1,32.2461,0.00619057,3.55217,0.025,39,1.25,1.29,26.4, 1.0000
3.04,9.24,1e0,1,1,1,9.24,5.32424,0.0966894,2.71597,0.01,28,1.08,1.12,12.81, 0.8733
3.04,9.24,1e0,1,1,1,9.24,5.32424,0.0966894,2.71597,0.075,-1,-1,-1,-1,-51.8400
3.04,9.24,1e0,1,1,1,9.24,5.32424,0.0966894,2.71597,0,59,1.03,1.07,36.88, 0.4245
3.04,9.24,1e0,1,1,1,9.24,5.32424,0.0966894,2.71597,0.025,24,1.12,1.16,13.19, 1.0000
3.04,9.24,1e0,1,1,1,9.24,5.32424,0.0966894,2.71597,0.05,-1,-1,-1,-1,-51.8400
3.04,9.24,1e0,1,1,1,9.24,5.32424,0.0966894,2.71597,0.1,-1,-1,-1,-1,-51.8400
3.04,9.24,1e0,1,1,1,9.24,5.32424,0.0966894,2.71597,0.001,57,1.04,1.07,35.42, 0.4394
3.04,9.24,1e0,1,1,1,9.24,5.32424,0.0966894,2.71597,0.005,41,1.07,1.11,23.42, 0.5992
1.61,1.89,1e0,1,1,1,1.89,1.54319,0.5303,1.61365,0.075,-1,-1,-1,-1,-54.8600
1.61,1.89,1e0,1,1,1,1.89,1.54319,0.5303,1.61365,0,33,1.03,1.07,16.61, 0.8031
1.61,1.89,1e0,1,1,1,1.89,1.54319,0.5303,1.61365,0.01,35,1.04,1.07,17.48, 0.7572
1.61,1.89,1e0,1,1,1,1.89,1.54319,0.5303,1.61365,0.05,-1,-1,-1,-1,-54.8600
1.61,1.89,1e0,1,1,1,1.89,1.54319,0.5303,1.61365,0.025,26,1.07,1.11,15.04, 1.0000
1.61,1.89,1e0,1,1,1,1.89,1.54319,0.5303,1.61365,0.005,35,1.04,1.07,16.77, 0.7572
1.61,1.89,1e0,1,1,1,1.89,1.54319,0.5303,1.61365,0.1,-1,-1,-1,-1,-54.8600
1.61,1.89,1e0,1,1,1,1.89,1.54319,0.5303,1.61365,0.001,35,1.04,1.07,17.51, 0.7572
52.98,72.79,1e0,1,1,1,72.79,45.5411,0.00100422,3.87269,0.025,31,1.33,1.38,19.65, 1.0000
52.98,72.79,1e0,1,1,1,72.79,45.5411,0.00100422,3.87269,0.001,130,1.19,1.24,112, 0.2534
52.98,72.79,1e0,1,1,1,72.79,45.5411,0.00100422,3.87269,0.05,-1,-1,-1,-1,-73.7800
52.98,72.79,1e0,1,1,1,72.79,45.5411,0.00100422,3.87269,0.1,-1,-1,-1,-1,-73.7800
52.98,72.79,1e0,1,1,1,72.79,45.5411,0.00100422,3.87269,0.005,64,1.28,1.32,46.8, 0.4969
52.98,72.79,1e0,1,1,1,72.79,45.5411,0.00100422,3.87269,0.075,-1,-1,-1,-1,-73.7800
52.98,72.79,1e0,1,1,1,72.79,45.5411,0.00100422,3.87269,0,200,1.03,1.07,242.1, 0.1782
52.98,72.79,1e0,1,1,1,72.79,45.5411,0.00100422,3.87269,0.01,52,1.3,1.35,40.27, 0.6038
1.89,23.95,1e0,1,1,1,23.95,12.5386,0.0554743,2.51107,0.075,-1,-1,-1,-1,-43.2000
1.89,23.95,1e0,1,1,1,23.95,12.5386,0.0554743,2.51107,0.01,26,1.1,1.14,14.05, 0.7764
1.89,23.95,1e0,1,1,1,23.95,12.5386,0.0554743,2.51107,0.025,20,1.11,1.16,10.05, 1.0000
1.89,23.95,1e0,1,1,1,23.95,12.5386,0.0554743,2.51107,0.001,67,1.07,1.11,44.85, 0.3056
1.89,23.95,1e0,1,1,1,23.95,12.5386,0.0554743,2.51107,0.05,-1,-1,-1,-1,-43.2000
1.89,23.95,1e0,1,1,1,23.95,12.5386,0.0554743,2.51107,0.1,-1,-1,-1,-1,-43.2000
1.89,23.95,1e0,1,1,1,23.95,12.5386,0.0554743,2.51107,0,103,1.03,1.07,90.87, 0.2026
1.89,23.95,1e0,1,1,1,23.95,12.5386,0.0554743,2.51107,0.005,34,1.09,1.13,17.74, 0.5965
4.89,38.57,1e0,1,1,1,38.57,20.0968,0.0171624,3.23696,0.005,47,1.1,1.14,25.36, 0.8869
4.89,38.57,1e0,1,1,1,38.57,20.0968,0.0171624,3.23696,0.001,82,1.08,1.12,59.65, 0.5131
4.89,38.57,1e0,1,1,1,38.57,20.0968,0.0171624,3.23696,0.075,-1,-1,-1,-1,-89.2000
4.89,38.57,1e0,1,1,1,38.57,20.0968,0.0171624,3.23696,0,132,1.03,1.07,125.1, 0.3265
4.89,38.57,1e0,1,1,1,38.57,20.0968,0.0171624,3.23696,0.025,40,1.19,1.23,22.25, 1.0000
4.89,38.57,1e0,1,1,1,38.57,20.0968,0.0171624,3.23696,0.05,-1,-1,-1,-1,-89.2000
4.89,38.57,1e0,1,1,1,38.57,20.0968,0.0171624,3.23696,0.1,-1,-1,-1,-1,-89.2000
4.89,38.57,1e0,1,1,1,38.57,20.0968,0.0171624,3.23696,0.01,47,1.11,1.15,29.46, 0.8827
14.87,38.57,1e0,1,1,1,38.57,21.4079,0.00636967,3.65324,0.075,-1,-1,-1,-1,-76.8900
14.87,38.57,1e0,1,1,1,38.57,21.4079,0.00636967,3.65324,0.001,93,1.08,1.12,63.33, 0.3900
14.87,38.57,1e0,1,1,1,38.57,21.4079,0.00636967,3.65324,0.025,33,1.28,1.33,17.69, 1.0000
14.87,38.57,1e0,1,1,1,38.57,21.4079,0.00636967,3.65324,0,139,1.03,1.07,136, 0.2672
14.87,38.57,1e0,1,1,1,38.57,21.4079,0.00636967,3.65324,0.05,-1,-1,-1,-1,-76.8900
14.87,38.57,1e0,1,1,1,38.57,21.4079,0.00636967,3.65324,0.1,-1,-1,-1,-1,-76.8900
14.87,38.57,1e0,1,1,1,38.57,21.4079,0.00636967,3.65324,0.01,57,1.22,1.26,44.05, 0.5969
14.87,38.57,1e0,1,1,1,38.57,21.4079,0.00636967,3.65324,0.005,67,1.18,1.22,44.14, 0.5169
2.21,52.98,1e0,1,1,1,52.98,27.0741,0.0230846,2.70288,0.075,-1,-1,-1,-1,-53.7500
2.21,52.98,1e0,1,1,1,52.98,27.0741,0.0230846,2.70288,0.025,25,1.12,1.16,13.44, 0.9954
2.21,52.98,1e0,1,1,1,52.98,27.0741,0.0230846,2.70288,0.01,25,1.1,1.15,12.7, 1.0000
2.21,52.98,1e0,1,1,1,52.98,27.0741,0.0230846,2.70288,0.005,31,1.1,1.14,16.59, 0.8102
2.21,52.98,1e0,1,1,1,52.98,27.0741,0.0230846,2.70288,0.05,-1,-1,-1,-1,-53.7500
2.21,52.98,1e0,1,1,1,52.98,27.0741,0.0230846,2.70288,0.001,63,1.09,1.13,38.93, 0.4006
2.21,52.98,1e0,1,1,1,52.98,27.0741,0.0230846,2.70288,0,139,1.03,1.07,144.3, 0.1868
2.21,52.98,1e0,1,1,1,52.98,27.0741,0.0230846,2.70288,0.1,-1,-1,-1,-1,-53.7500
3.04,23.95,1e0,1,1,1,23.95,12.6344,0.0396833,2.88926,0.025,30,1.12,1.16,13.93, 0.9907
3.04,23.95,1e0,1,1,1,23.95,12.6344,0.0396833,2.88926,0.1,-1,-1,-1,-1,-64.2000
3.04,23.95,1e0,1,1,1,23.95,12.6344,0.0396833,2.88926,0.075,-1,-1,-1,-1,-64.2000
3.04,23.95,1e0,1,1,1,23.95,12.6344,0.0396833,2.88926,0.001,77,1.07,1.11,51.79, 0.3951
3.04,23.95,1e0,1,1,1,23.95,12.6344,0.0396833,2.88926,0.01,30,1.1,1.14,16.13, 1.0000
3.04,23.95,1e0,1,1,1,23.95,12.6344,0.0396833,2.88926,0.005,38,1.09,1.13,24.85, 0.7932
3.04,23.95,1e0,1,1,1,23.95,12.6344,0.0396833,2.88926,0.05,-1,-1,-1,-1,-64.2000
3.04,23.95,1e0,1,1,1,23.95,12.6344,0.0396833,2.88926,0,106,1.03,1.07,89.05, 0.2926
2.21,2.59,1e0,1,1,1,2.59,2.00248,0.347105,1.98679,0.075,-1,-1,-1,-1,-47.5200
2.21,2.59,1e0,1,1,1,2.59,2.00248,0.347105,1.98679,0.025,22,1.12,1.16,10.92, 1.0000
2.21,2.59,1e0,1,1,1,2.59,2.00248,0.347105,1.98679,0,25,1.03,1.07,13.2, 0.9183
2.21,2.59,1e0,1,1,1,2.59,2.00248,0.347105,1.98679,0.005,33,1.04,1.07,17.86, 0.6957
2.21,2.59,1e0,1,1,1,2.59,2.00248,0.347105,1.98679,0.05,-1,-1,-1,-1,-47.5200
2.21,2.59,1e0,1,1,1,2.59,2.00248,0.347105,1.98679,0.1,-1,-1,-1,-1,-47.5200
2.21,2.59,1e0,1,1,1,2.59,2.00248,0.347105,1.98679,0.001,33,1.04,1.07,17.83, 0.6957
2.21,2.59,1e0,1,1,1,2.59,2.00248,0.347105,1.98679,0.01,33,1.04,1.07,16.39, 0.6957
1.00,45.20,1e0,1,1,1,45.2,23.1,0.04329,1.95671,0.075,-1,-1,-1,-1,-32.2500
1.00,45.20,1e0,1,1,1,45.2,23.1,0.04329,1.95671,0.025,15,1.11,1.15,7.522, 1.0000
1.00,45.20,1e0,1,1,1,45.2,23.1,0.04329,1.95671,0.005,23,1.1,1.14,13.52, 0.6552
1.00,45.20,1e0,1,1,1,45.2,23.1,0.04329,1.95671,0.05,-1,-1,-1,-1,-32.2500
1.00,45.20,1e0,1,1,1,45.2,23.1,0.04329,1.95671,0.1,-1,-1,-1,-1,-32.2500
1.00,45.20,1e0,1,1,1,45.2,23.1,0.04329,1.95671,0.001,48,1.09,1.13,38.46, 0.3154
1.00,45.20,1e0,1,1,1,45.2,23.1,0.04329,1.95671,0,112,1.03,1.07,114.8, 0.1391
1.00,45.20,1e0,1,1,1,45.2,23.1,0.04329,1.95671,0.01,18,1.1,1.14,13.48, 0.8372
3.56,62.10,1e0,1,1,1,62.1,31.7339,0.0139016,3.07332,0.025,40,1.12,1.16,19.72, 0.9456
3.56,62.10,1e0,1,1,1,62.1,31.7339,0.0139016,3.07332,0.075,-1,-1,-1,-1,-81.7000
3.56,62.10,1e0,1,1,1,62.1,31.7339,0.0139016,3.07332,0,154,1.03,1.07,156.5, 0.2563
3.56,62.10,1e0,1,1,1,62.1,31.7339,0.0139016,3.07332,0.001,72,1.09,1.13,48.14, 0.5327
3.56,62.10,1e0,1,1,1,62.1,31.7339,0.0139016,3.07332,0.05,-1,-1,-1,-1,-81.7000
3.56,62.10,1e0,1,1,1,62.1,31.7339,0.0139016,3.07332,0.1,-1,-1,-1,-1,-81.7000
3.56,62.10,1e0,1,1,1,62.1,31.7339,0.0139016,3.07332,0.005,39,1.1,1.14,19.49, 0.9789
3.56,62.10,1e0,1,1,1,62.1,31.7339,0.0139016,3.07332,0.01,38,1.1,1.15,18.68, 1.0000
1.89,1.89,1e0,1,1,1,1.89,1.62717,0.478921,1.71076,0.01,34,1.04,1.07,16.95, 0.6658
1.89,1.89,1e0,1,1,1,1.89,1.62717,0.478921,1.71076,0.025,22,1.09,1.13,14.5, 1.0000
1.89,1.89,1e0,1,1,1,1.89,1.62717,0.478921,1.71076,0.005,34,1.04,1.07,19.17, 0.6658
1.89,1.89,1e0,1,1,1,1.89,1.62717,0.478921,1.71076,0,31,1.03,1.07,17.22, 0.7302
1.89,1.89,1e0,1,1,1,1.89,1.62717,0.478921,1.71076,0.05,-1,-1,-1,-1,-46.8600
1.89,1.89,1e0,1,1,1,1.89,1.62717,0.478921,1.71076,0.1,-1,-1,-1,-1,-46.8600
1.89,1.89,1e0,1,1,1,1.89,1.62717,0.478921,1.71076,0.001,34,1.04,1.07,16.61, 0.6658
1.89,1.89,1e0,1,1,1,1.89,1.62717,0.478921,1.71076,0.075,-1,-1,-1,-1,-46.8600
4.89,52.98,1e0,1,1,1,52.98,27.2866,0.0125809,3.25936,0.005,48,1.1,1.14,25.79, 0.8901
4.89,52.98,1e0,1,1,1,52.98,27.2866,0.0125809,3.25936,0.075,-1,-1,-1,-1,-91.4300
4.89,52.98,1e0,1,1,1,52.98,27.2866,0.0125809,3.25936,0.001,77,1.09,1.13,53.23, 0.5575
4.89,52.98,1e0,1,1,1,52.98,27.2866,0.0125809,3.25936,0.01,48,1.11,1.15,31.27, 0.8859
4.89,52.98,1e0,1,1,1,52.98,27.2866,0.0125809,3.25936,0.05,-1,-1,-1,-1,-91.4300
4.89,52.98,1e0,1,1,1,52.98,27.2866,0.0125809,3.25936,0.1,-1,-1,-1,-1,-91.4300
4.89,52.98,1e0,1,1,1,52.98,27.2866,0.0125809,3.25936,0.025,41,1.19,1.23,27.93, 1.0000
4.89,52.98,1e0,1,1,1,52.98,27.2866,0.0125809,3.25936,0,147,1.03,1.07,134.6, 0.3005
10.83,62.10,1e0,1,1,1,62.1,32.416,0.00535853,3.60384,0.01,57,1.2,1.25,35.53, 0.6456
10.83,62.10,1e0,1,1,1,62.1,32.416,0.00535853,3.60384,0.005,79,1.15,1.19,64.16, 0.4786
10.83,62.10,1e0,1,1,1,62.1,32.416,0.00535853,3.60384,0.075,-1,-1,-1,-1,-82.8000
10.83,62.10,1e0,1,1,1,62.1,32.416,0.00535853,3.60384,0,155,1.03,1.07,168.7, 0.2581
10.83,62.10,1e0,1,1,1,62.1,32.416,0.00535853,3.60384,0.001,93,1.09,1.13,64.5, 0.4180
10.83,62.10,1e0,1,1,1,62.1,32.416,0.00535853,3.60384,0.05,-1,-1,-1,-1,-82.8000
10.83,62.10,1e0,1,1,1,62.1,32.416,0.00535853,3.60384,0.1,-1,-1,-1,-1,-82.8000
10.83,62.10,1e0,1,1,1,62.1,32.416,0.00535853,3.60384,0.025,36,1.26,1.3,19.08, 1.0000
7.88,28.07,1e0,1,1,1,28.07,15.23,0.0154954,3.42745,0.001,93,1.07,1.11,63.87, 0.3834
7.88,28.07,1e0,1,1,1,28.07,15.23,0.0154954,3.42745,0.075,-1,-1,-1,-1,-75.2400
7.88,28.07,1e0,1,1,1,28.07,15.23,0.0154954,3.42745,0,120,1.03,1.07,99.98, 0.3029
7.88,28.07,1e0,1,1,1,28.07,15.23,0.0154954,3.42745,0.025,33,1.24,1.28,17.64, 1.0000
7.88,28.07,1e0,1,1,1,28.07,15.23,0.0154954,3.42745,0.01,50,1.15,1.2,31.05, 0.6840
7.88,28.07,1e0,1,1,1,28.07,15.23,0.0154954,3.42745,0.1,-1,-1,-1,-1,-75.2400
7.88,28.07,1e0,1,1,1,28.07,15.23,0.0154954,3.42745,0.05,-1,-1,-1,-1,-75.2400
7.88,28.07,1e0,1,1,1,28.07,15.23,0.0154954,3.42745,0.005,60,1.1,1.14,37.21, 0.5860
1.61,5.74,1e0,1,1,1,5.74,3.42103,0.227384,2.10134,0.1,-1,-1,-1,-1,-47.3000
1.61,5.74,1e0,1,1,1,5.74,3.42103,0.227384,2.10134,0.075,-1,-1,-1,-1,-47.3000
1.61,5.74,1e0,1,1,1,5.74,3.42103,0.227384,2.10134,0.01,25,1.07,1.11,14.08, 0.8967
1.61,5.74,1e0,1,1,1,5.74,3.42103,0.227384,2.10134,0,37,1.03,1.07,24.77, 0.6176
1.61,5.74,1e0,1,1,1,5.74,3.42103,0.227384,2.10134,0.025,22,1.11,1.15,10.05, 1.0000
1.61,5.74,1e0,1,1,1,5.74,3.42103,0.227384,2.10134,0.05,-1,-1,-1,-1,-47.3000
1.61,5.74,1e0,1,1,1,5.74,3.42103,0.227384,2.10134,0.005,36,1.04,1.08,21.14, 0.6317
1.61,5.74,1e0,1,1,1,5.74,3.42103,0.227384,2.10134,0.001,38,1.04,1.07,25.63, 0.6013
17.43,38.57,1e0,1,1,1,38.57,21.863,0.0054849,3.68736,0.025,30,1.29,1.34,18.4, 1.0000
17.43,38.57,1e0,1,1,1,38.57,21.863,0.0054849,3.68736,0.01,50,1.23,1.27,32.64, 0.6185
17.43,38.57,1e0,1,1,1,38.57,21.863,0.0054849,3.68736,0.075,-1,-1,-1,-1,-70.2000
17.43,38.57,1e0,1,1,1,38.57,21.863,0.0054849,3.68736,0.001,99,1.08,1.12,81.67, 0.3345
17.43,38.57,1e0,1,1,1,38.57,21.863,0.0054849,3.68736,0,138,1.03,1.07,124.2, 0.2457
17.43,38.57,1e0,1,1,1,38.57,21.863,0.0054849,3.68736,0.05,-1,-1,-1,-1,-70.2000
17.43,38.57,1e0,1,1,1,38.57,21.863,0.0054849,3.68736,0.1,-1,-1,-1,-1,-70.2000
17.43,38.57,1e0,1,1,1,38.57,21.863,0.0054849,3.68736,0.005,65,1.19,1.24,39.97, 0.4821
3.04,38.57,1e0,1,1,1,38.57,19.9348,0.0250215,2.93384,0.025,31,1.12,1.16,20.29, 0.9907
3.04,38.57,1e0,1,1,1,38.57,19.9348,0.0250215,2.93384,0.075,-1,-1,-1,-1,-66.3400
3.04,38.57,1e0,1,1,1,38.57,19.9348,0.0250215,2.93384,0.05,-1,-1,-1,-1,-66.3400
3.04,38.57,1e0,1,1,1,38.57,19.9348,0.0250215,2.93384,0.1,-1,-1,-1,-1,-66.3400
3.04,38.57,1e0,1,1,1,38.57,19.9348,0.0250215,2.93384,0,130,1.03,1.07,113.5, 0.2465
3.04,38.57,1e0,1,1,1,38.57,19.9348,0.0250215,2.93384,0.005,37,1.1,1.14,18.33, 0.8378
3.04,38.57,1e0,1,1,1,38.57,19.9348,0.0250215,2.93384,0.001,69,1.08,1.12,51.67, 0.4535
3.04,38.57,1e0,1,1,1,38.57,19.9348,0.0250215,2.93384,0.01,31,1.1,1.14,17.99, 1.0000
3.56,4.89,1e0,1,1,1,4.89,3.34734,0.148929,2.59262,0.075,-1,-1,-1,-1,-60.9000
3.56,4.89,1e0,1,1,1,4.89,3.34734,0.148929,2.59262,0.025,-1,-1,-1,-1,-60.9000
3.56,4.89,1e0,1,1,1,4.89,3.34734,0.148929,2.59262,0.05,-1,-1,-1,-1,-60.9000
3.56,4.89,1e0,1,1,1,4.89,3.34734,0.148929,2.59262,0.1,-1,-1,-1,-1,-60.9000
3.56,4.89,1e0,1,1,1,4.89,3.34734,0.148929,2.59262,0.001,36,1.04,1.07,22.67, 0.8172
3.56,4.89,1e0,1,1,1,4.89,3.34734,0.148929,2.59262,0,36,1.03,1.07,19.75, 0.8172
3.56,4.89,1e0,1,1,1,4.89,3.34734,0.148929,2.59262,0.01,29,1.06,1.1,13.34, 1.0000
3.56,4.89,1e0,1,1,1,4.89,3.34734,0.148929,2.59262,0.005,36,1.04,1.07,19.76, 0.8172
1.00,52.98,1e0,1,1,1,52.98,26.99,0.0370508,1.96295,0.001,43,1.09,1.13,33.59, 0.3521
1.00,52.98,1e0,1,1,1,52.98,26.99,0.0370508,1.96295,0.05,-1,-1,-1,-1,-32.2500
1.00,52.98,1e0,1,1,1,52.98,26.99,0.0370508,1.96295,0.075,-1,-1,-1,-1,-32.2500
1.00,52.98,1e0,1,1,1,52.98,26.99,0.0370508,1.96295,0.025,15,1.11,1.15,13.03, 1.0000
1.00,52.98,1e0,1,1,1,52.98,26.99,0.0370508,1.96295,0.005,23,1.1,1.14,17.88, 0.6552
1.00,52.98,1e0,1,1,1,52.98,26.99,0.0370508,1.96295,0.1,-1,-1,-1,-1,-32.2500
1.00,52.98,1e0,1,1,1,52.98,26.99,0.0370508,1.96295,0.01,16,1.11,1.15,10.3, 0.9375
1.00,52.98,1e0,1,1,1,52.98,26.99,0.0370508,1.96295,0,121,1.03,1.07,165.9, 0.1288
1.00,1.37,1e0,1,1,1,1.37,1.185,0.843882,1.15612,0.01,19,1.04,1.07,14.16, 0.9474
1.00,1.37,1e0,1,1,1,1.37,1.185,0.843882,1.15612,0.075,-1,-1,-1,-1,-37.2600
1.00,1.37,1e0,1,1,1,1.37,1.185,0.843882,1.15612,0.005,19,1.04,1.07,10.47, 0.9474
1.00,1.37,1e0,1,1,1,1.37,1.185,0.843882,1.15612,0.025,19,1.04,1.08,12.53, 0.9428
1.00,1.37,1e0,1,1,1,1.37,1.185,0.843882,1.15612,0.05,-1,-1,-1,-1,-37.2600
1.00,1.37,1e0,1,1,1,1.37,1.185,0.843882,1.15612,0.001,19,1.04,1.07,12.29, 0.9474
1.00,1.37,1e0,1,1,1,1.37,1.185,0.843882,1.15612,0.1,-1,-1,-1,-1,-37.2600
1.00,1.37,1e0,1,1,1,1.37,1.185,0.843882,1.15612,0,18,1.03,1.07,10.33, 1.0000
4.18,20.43,1e0,1,1,1,20.43,10.9964,0.0360336,3.07718,0.025,35,1.16,1.2,18.34, 1.0000
4.18,20.43,1e0,1,1,1,20.43,10.9964,0.0360336,3.07718,0.075,-1,-1,-1,-1,-77.0000
4.18,20.43,1e0,1,1,1,20.43,10.9964,0.0360336,3.07718,0.005,43,1.09,1.13,24.23, 0.8407
4.18,20.43,1e0,1,1,1,20.43,10.9964,0.0360336,3.07718,0.001,86,1.06,1.09,68.29, 0.4284
4.18,20.43,1e0,1,1,1,20.43,10.9964,0.0360336,3.07718,0.05,-1,-1,-1,-1,-77.0000
4.18,20.43,1e0,1,1,1,20.43,10.9964,0.0360336,3.07718,0.1,-1,-1,-1,-1,-77.0000
4.18,20.43,1e0,1,1,1,20.43,10.9964,0.0360336,3.07718,0.01,36,1.1,1.14,17.2, 0.9995
4.18,20.43,1e0,1,1,1,20.43,10.9964,0.0360336,3.07718,0,98,1.03,1.07,69.24, 0.3796
12.69,100.00,1e0,1,1,1,100,51.4605,0.00289291,3.6711,0.075,-1,-1,-1,-1,-109.0400
12.69,100.00,1e0,1,1,1,100,51.4605,0.00289291,3.6711,0,200,1.03,1.07,247.9, 0.2634
12.69,100.00,1e0,1,1,1,100,51.4605,0.00289291,3.6711,0.05,-1,-1,-1,-1,-109.0400
12.69,100.00,1e0,1,1,1,100,51.4605,0.00289291,3.6711,0.001,112,1.1,1.14,88.24, 0.4549
12.69,100.00,1e0,1,1,1,100,51.4605,0.00289291,3.6711,0.1,-1,-1,-1,-1,-109.0400
12.69,100.00,1e0,1,1,1,100,51.4605,0.00289291,3.6711,0.01,60,1.22,1.26,47.16, 0.8041
12.69,100.00,1e0,1,1,1,100,51.4605,0.00289291,3.6711,0.025,47,1.27,1.32,35.38, 1.0000
12.69,100.00,1e0,1,1,1,100,51.4605,0.00289291,3.6711,0.005,85,1.18,1.22,77.36, 0.5778
3.56,28.07,1e0,1,1,1,28.07,14.7371,0.0301752,3.01538,0.005,41,1.09,1.13,23.53, 0.8332
3.56,28.07,1e0,1,1,1,28.07,14.7371,0.0301752,3.01538,0.075,-1,-1,-1,-1,-72.7600
3.56,28.07,1e0,1,1,1,28.07,14.7371,0.0301752,3.01538,0.001,79,1.07,1.11,58.12, 0.4365
3.56,28.07,1e0,1,1,1,28.07,14.7371,0.0301752,3.01538,0.05,-1,-1,-1,-1,-72.7600
3.56,28.07,1e0,1,1,1,28.07,14.7371,0.0301752,3.01538,0.1,-1,-1,-1,-1,-72.7600
3.56,28.07,1e0,1,1,1,28.07,14.7371,0.0301752,3.01538,0.01,34,1.1,1.14,23.14, 1.0000
3.56,28.07,1e0,1,1,1,28.07,14.7371,0.0301752,3.01538,0.025,34,1.12,1.16,17.87, 0.9907
3.56,28.07,1e0,1,1,1,28.07,14.7371,0.0301752,3.01538,0,117,1.03,1.07,95.29, 0.3004
1.00,3.04,1e0,1,1,1,3.04,2.02,0.49505,1.50495,0,20,1.03,1.07,14.73, 0.9348
1.00,3.04,1e0,1,1,1,3.04,2.02,0.49505,1.50495,0.075,-1,-1,-1,-1,-38.7000
1.00,3.04,1e0,1,1,1,3.04,2.02,0.49505,1.50495,0.025,18,1.11,1.15,12.01, 1.0000
1.00,3.04,1e0,1,1,1,3.04,2.02,0.49505,1.50495,0.01,24,1.04,1.07,16.06, 0.7790
1.00,3.04,1e0,1,1,1,3.04,2.02,0.49505,1.50495,0.005,24,1.04,1.07,16.34, 0.7790
1.00,3.04,1e0,1,1,1,3.04,2.02,0.49505,1.50495,0.05,-1,-1,-1,-1,-38.7000
1.00,3.04,1e0,1,1,1,3.04,2.02,0.49505,1.50495,0.1,-1,-1,-1,-1,-38.7000
1.00,3.04,1e0,1,1,1,3.04,2.02,0.49505,1.50495,0.001,24,1.04,1.07,14.88, 0.7790
5.74,12.69,1e0,1,1,1,12.69,7.4235,0.0433508,3.15769,0.025,29,1.21,1.25,16.84, 1.0000
5.74,12.69,1e0,1,1,1,12.69,7.4235,0.0433508,3.15769,0.05,-1,-1,-1,-1,-65.2500
5.74,12.69,1e0,1,1,1,12.69,7.4235,0.0433508,3.15769,0.01,36,1.1,1.14,20.72, 0.8470
5.74,12.69,1e0,1,1,1,12.69,7.4235,0.0433508,3.15769,0.075,-1,-1,-1,-1,-65.2500
5.74,12.69,1e0,1,1,1,12.69,7.4235,0.0433508,3.15769,0.005,44,1.08,1.12,22.4, 0.6995
5.74,12.69,1e0,1,1,1,12.69,7.4235,0.0433508,3.15769,0.1,-1,-1,-1,-1,-65.2500
5.74,12.69,1e0,1,1,1,12.69,7.4235,0.0433508,3.15769,0,73,1.03,1.07,48.56, 0.4318
5.74,12.69,1e0,1,1,1,12.69,7.4235,0.0433508,3.15769,0.001,71,1.04,1.07,42.96, 0.4440
1.00,32.90,1e0,1,1,1,32.9,16.95,0.0589971,1.941,0.005,-1,-1,-1,-1, 1.0000
1.00,32.90,1e0,1,1,1,32.9,16.95,0.0589971,1.941,0.01,-1,-1,-1,-1, 1.0000
1.00,32.90,1e0,1,1,1,32.9,16.95,0.0589971,1.941,0,-1,-1,-1,-1, 1.0000
1.00,32.90,1e0,1,1,1,32.9,16.95,0.0589971,1.941,0.001,-1,-1,-1,-1, 1.0000
1.00,32.90,1e0,1,1,1,32.9,16.95,0.0589971,1.941,0.05,-1,-1,-1,-1, 1.0000
1.00,32.90,1e0,1,1,1,32.9,16.95,0.0589971,1.941,0.1,-1,-1,-1,-1, 1.0000
1.00,32.90,1e0,1,1,1,32.9,16.95,0.0589971,1.941,0.025,-1,-1,-1,-1, 1.0000
